,gu_id,userid,name,g_name,g_tag
1101,103935626,10393,Kornblume,BOSTON （大波士顿地区）,"['小组标签', '北美', '同城', '文艺']"
1102,10393112,10393,Kornblume,20-21 现代音乐,"['小组标签', '现代音乐', '二十世纪音乐', '古典音乐']"
1103,10393294,10393,Kornblume,金星落在双子上就是这么拽,['nan']
1104,10393722,10393,Kornblume,月亮处女,"['小组标签', '处女座', '月处女', '月亮处女座', '月处', '星座']"
1105,103943848,10394,大胖w,就怕流氓有文化,"['小组标签', '经济学', '法学', '历史', '哲学', '艺术']"
1106,103941812,10394,大胖w,iPhone&App,"['小组标签', '苹果', '手机', 'iPhone', 'iPad', 'App']"
1107,103955661,10395,我妈来了放开我,迷笛,"['小组标签', '迷笛', '音乐节', '摇滚', '音乐', 'MIDI']"
1108,10395114,10395,我妈来了放开我,我他妈想认识个金属范儿的爷们儿,['nan']
1109,103961279,10396,那只猫。,网络文学-豆瓣小事,['nan']
1110,10396404,10396,那只猫。,深圳跳蚤市场,"['小组标签', '深圳', '跳蚤市场', '闲置', '二手']"
1111,103963267,10396,那只猫。,弹尤克里里-豆瓣小事,['nan']
1112,10397672,10397,窜逃,2017香港巴塞尔艺术展,"['小组标签', '香港巴塞尔', '艺术壮士', '艺术收藏', 'artbasel']"
1113,103973712,10397,窜逃,香港浸会大学传理学院读书小组,"['小组标签', '新闻', '传播', '社会科学']"
1114,103981324,10398,pakuti,Arashiの事が一番好き,"['小组标签', '岚', 'arashi', '二宫和也', '大野智', '松本潤']"
1115,103985158,10398,pakuti,我是一个想辞职的公务员,"['小组标签', '公务员', '辞职']"
1116,104002672,10400,little7,【咱们的减肥日记】,"['小组标签', '减肥', '减肥日记', '运动减肥', '节食减肥', '瘦身']"
1117,104013243,10401,董董董小鬼,Oasis,"['小组标签', 'Oasis']"
1118,10401115,10401,董董董小鬼,纽约空巢青年约饭组,"['小组标签', '纽约', '交友', '美食', '聊天']"
1119,10402119,10402,G蛋蛋,灵异事件-豆瓣小事,['nan']
1120,104035821,10403,十方,苹果迷,"['小组标签', 'ipod', '苹果', 'iphone', 'mac', 'apple']"
1121,104033301,10403,十方,不靠谱女青年联盟～微信号：cultwomen,"['小组标签', '美容', '恋爱', '奇葩', '八卦', '直播']"
1122,104041404,10404,Rinnna霓娜,柯基犬,"['小组标签', '柯基犬']"
1123,104055227,10405,脱险,我爱M记,"['小组标签', '麦当劳', 'McDonald']"
1124,10405399,10405,脱险,电影字幕翻译 2.0,"['小组标签', '字幕', '翻译', '电影']"
1125,10406819,10406,海带呀海带,医學生,"['小组标签', '医，医院，医学生，学生']"
1126,104083882,10408,Fan,Aray俗语三百句,"['小组标签', '智慧', '人生体悟']"
1127,10408853,10408,Fan,纯真的吃货,"['小组标签', '美食']"
1128,104083373,10408,Fan,北京朝阳酒仙桥望京二手房租房,"['小组标签', '北京朝阳酒仙桥望京二手房']"
1129,10408869,10408,Fan,豆瓣之战,"['小组标签', '豆瓣', '文化']"
1130,104084386,10408,Fan,计算认知科学实验室,"['小组标签', '计算认知科学', '认知计算', '认知机器人', '社会性计算', '社会网络分析']"
1131,104094872,10409,abcda,milk club,"['小组标签', 'milk', '潮流', '杂志', 'street', '设计']"
1132,10409121,10409,abcda,我有卫衣癖,"['小组标签', '卫衣', '衣服', 'TEE']"
1133,104093239,10409,abcda,Alice,"['小组标签', 'Alice', '书籍']"
1134,104091130,10409,abcda,HANA,['nan']
1135,10410122,10410,Me_大人,瑜伽文摘,"['小组标签', '瑜伽，身心灵，平衡，愉悦，淡定，健康，自然疗法']"
1136,104113384,10411,壮壮的肉多多呀,T.O.H中国长板联盟,"['小组标签', 'skate', 'longboard', '长板', '滑板']"
1137,104113273,10411,壮壮的肉多多呀,★☆板女☆★,"['小组标签', '滑板', '女孩', '上海滑板', '上海', '极限运动']"
1138,104114117,10411,壮壮的肉多多呀,longboard living 长板,"['小组标签', '滑板', 'skateboard', '极限运动', '加拿大', '技巧']"
1139,104123909,10412,teadreaming,北京的音乐会,"['小组标签', '北京', '音乐', '古典', '听音乐会']"
1140,104125113,10412,teadreaming,北京最新话剧,"['小组标签', '北京话剧', '近期话剧', '最新话剧']"
1141,10412123,10412,teadreaming,豆瓣专栏 / 连载,"['小组标签', '豆瓣', '专栏', '连载', '文化', '精选']"
1142,104122503,10412,teadreaming,北京高校话剧学生联盟,"['小组标签', '戏剧', '高校', '票务']"
1143,104121181,10412,teadreaming,北大清华演出信息,"['小组标签', '北大演出', '清华演出', '话剧', '音乐会', '电影']"
1144,104151052,10415,白鹿,闲置化妆品交易,"['小组标签', '闲置', '二手', '化妆品']"
1145,104165543,10416,YAN,公开课&TED,"['小组标签', '公开课', 'TED']"
1146,10417556,10417,安小妮,单反相机爱好者,"['小组标签', '摄影']"
1147,104173141,10417,安小妮,同声传译是我们的梦想,"['小组标签', '口译', '同声口译', '英语翻译', '英语', '同声传译']"
1148,10417126,10417,安小妮,单反相机摄影技巧,"['小组标签', '摄影技巧', '单反相机']"
1149,104185602,10418,anova,豆瓣免费送书,"['小组标签', '读书', '感悟', '书友会', '看书', '免费赠书']"
1150,104185052,10418,anova,北京滑雪,"['小组标签', '北京滑雪', '北京周边滑雪', '冬日运动']"
1151,10418957,10418,anova,滑雪@北京,"['小组标签', '滑雪', '单板', '双板', '北京户外', '中国大陆']"
1152,10420127,10420,祢啊-,我在武汉上学,"['小组标签', '武汉', '上学', '中国大陆']"
1153,104213869,10421,周周漾,澳洲打工度假(WHV),"['小组标签', '澳洲whv', '澳大利亚whv', '澳大利亚', '澳洲打工度假', '澳洲']"
1154,104222158,10422,小溪,婚礼筹备--准备结婚的准新娘请进,"['小组标签', '80后', '婚纱照', '新娘', '结婚']"
1155,104234277,10423,樱木瞳,网络兼职  【免费求职E招聘E实习】,"['小组标签', '网络兼职', '学生兼职', '网络求职', '网络招聘', '网络找工作']"
1156,104235234,10423,樱木瞳,北京兼职,"['小组标签', '兼职', '学生兼职', '招聘']"
1157,104242296,10424,Kdult 11,金史密斯学院Goldsmiths,"['小组标签', '英国留学', '英国大学', '金史密斯学院']"
1158,104242576,10424,Kdult 11,拉夫堡大学伦敦校区,"['小组标签', '拉夫堡伦敦', '拉夫堡伦敦校区']"
1159,104244600,10424,Kdult 11,Two Door Cinema Club,"['小组标签', 'Two', 'Door', 'Cinema', 'Club']"
1160,104244115,10424,Kdult 11,艺术治疗联盟,"['小组标签', '北京', '画画', '公益', '志愿者', '医院']"
1161,104241352,10424,Kdult 11,Rick and Morty,"['小组标签', '动画', '瑞克与莫提']"
1162,104252208,10425,沚城,我爱吃零食,"['小组标签', '零食', '食物', '健康', '美丽', '姑娘']"
1163,10426971,10426,离乱,考公务员-豆瓣小事,['nan']
1164,104263173,10426,离乱,佳能单反讨论小组,"['小组标签', '单反', '旅行', '摄影']"
1165,104262873,10426,离乱,插花-豆瓣小事,['nan']
1166,104285082,10428,没有名字是被逼,Hilary Duff,"['小组标签', '希拉瑞·达芙', '演员']"
1167,104285361,10428,没有名字是被逼,Katy Perry,"['小组标签', 'Katy', 'Perry', '流行', '水果姐']"
1168,104281346,10428,没有名字是被逼,MileyCyrus爱舔锤子,"['小组标签', 'Miley', 'Cyrus']"
1169,104281084,10428,没有名字是被逼,Avril Lavigne,"['小组标签', 'Avril', 'Lavigne', '艾微儿.拉维妮', '艾薇儿', '加拿大女歌手']"
1170,104283463,10428,没有名字是被逼,泰勒斯威夫特,"['小组标签', '泰勒斯威夫特']"
1171,10429128,10429,Serena,边沁(Jeremy Bentham),"['小组标签', '功利主义教父']"
1172,104293104,10429,Serena,我不要做单身的留学生！！！！,"['小组标签', '留学，单身']"
1173,104301836,10430,陈墨,沉香 | 茶道 | 文玩 | 江南,"['小组标签', '沉香、香道、沉香之美、香学会典、沉香鉴定、香文化、加里曼丹、奇楠、惠安、星洲', '书友会']"
1174,104303756,10430,陈墨,中国香文化·香道·沉香知识,"['小组标签', '沉香', '香道', '中国香文化', '中国传统文化', '和香']"
1175,10430866,10430,陈墨,香道,"['小组标签', '香', '香道', '道', '味道', '香味']"
1176,104304189,10430,陈墨,张嘉佳,"['小组标签', '张嘉佳', '小夫妻', '小夫妻天天恶战', '鸭勤醋德你昂惊之某歇', '冬雷震震夏雨雪']"
1177,104302666,10430,陈墨,中国香道,"['小组标签', '中国香道', '沉香', '檀香', '薰香', '茶道']"
1178,104311692,10431,小垃圾,神秘顾客兼职,"['小组标签', '兼职', '神秘顾客', '市场调查']"
1179,104314470,10431,小垃圾,MyDear 鹿晗,"['小组标签', '鹿晗', '歌手', '演员']"
1180,104312647,10431,小垃圾,上海政法学院,"['小组标签', '本地', '同城', '上海政法学院', '政法', '上政']"
1181,104324610,10432,荒唐,养狗-豆瓣小事,['nan']
1182,10432491,10432,荒唐,八卦来了（生活版）,"['小组标签', '八卦', '亲戚', '吐槽']"
1183,104325780,10432,荒唐,下厨房-豆瓣小事,['nan']
1184,104323419,10432,荒唐,我立志学好做饭,"['小组标签', '做饭', '饮食', '美食', '烹饪', '厨房']"
1185,104322983,10432,荒唐,自己做饭自己吃,"['小组标签', '做饭', '一个人', '生活', '烹饪', '食谱']"
1186,104334359,10433,桃山,5月21日,"['小组标签', '5月21号']"
1187,104354494,10435,斑马先生,杭州气质模特平台！商/艺合作！,"['小组标签', '杭州', '模特', '商业合作', '艺术创作', '淘宝']"
1188,104352638,10435,斑马先生,杭州大学生模特队,"['小组标签', '杭州大学生模特队']"
1189,104352510,10435,斑马先生,【我来帮你拍私房照】,"['小组标签', '私房', '私房照', '拍私房', '摄影', '人像']"
1190,104354078,10435,斑马先生,"☆爆照不问出处,勾搭不问岁数☆","['小组标签', '爆照', '照片', '勾搭', '美女', '帅哥']"
1191,104355434,10435,斑马先生,我要拍私房,"['小组标签', '米可', '私影', '写真', '私房', '照片']"
1192,104351713,10435,斑马先生,请不要害羞,"['小组标签', '鲍照', '爆照', '自拍', '美图', '美女']"
1193,104354939,10435,斑马先生,"互相当模特,互相来拍照","['小组标签', '摄影', '模特', '免费', '互助']"
1194,104365175,10436,陈迹,全能住宅改造王,"['小组标签', '设计', '建筑设计', '房屋改造', '住宅改造', '电视节目']"
1195,104364071,10436,陈迹,重庆豆瓣,"['小组标签', '重庆', '读书', '生活', '交友', '工作']"
1196,104362401,10436,陈迹,80后的我们 我们的重庆,"['小组标签', '80后', '重庆']"
1197,104363682,10436,陈迹,重庆吃喝玩乐-豆瓣小事,['nan']
1198,10436379,10436,陈迹,重庆最靠谱的谈恋爱小组,"['小组标签', '重庆', '靠谱', '恋爱', '征友相亲', '单身']"
1199,104384193,10438,寶特瓶,α,"['小组标签', '阿尔法', 'α', 'alpha', 'sony', '索尼']"
1200,104381311,10438,寶特瓶,松下GF2用户联盟,"['小组标签', '相机', '摄影', '松下', 'GF2']"
1201,10438746,10438,寶特瓶,晚期沥川癌患者康复中心,"['小组标签', '遇见王沥川', '沥川往事', '沥秋夫妇', '高以翔', '焦俊艳']"
1202,104385798,10438,寶特瓶,太宰治,['nan']
1203,104403924,10440,磨人的小妖精,唐立淇、苏珊米勒星座运势,"['小组标签', '唐立淇、苏珊米勒', '2014年运势']"
1204,104403020,10440,磨人的小妖精,星象研究资料室,"['小组标签', '占星', '星象', '神秘学', '星座']"
1205,104403681,10440,磨人的小妖精,sun尤克里里教学  Guilele,"['小组标签', '尤克里里', '吉他', '音乐', '欧美', '教程']"
1206,104404735,10440,磨人的小妖精,苏珊·米勒,"['小组标签', '苏珊米勒']"
1207,104412632,10441,病态荒原狼,美国代购,"['小组标签', '美国代购，正品，ED，BURBERRY', 'COACH', 'AA']"
1208,104414588,10441,病态荒原狼,靠谱上海单身交友（魔都交友组）,"['小组标签', '上海', '恋爱', '交友', '勾搭', '单身']"
1209,10442497,10442,Zosterops,Pokemon GO,"['小组标签', '口袋妖怪', '口袋怪兽', '宠物小精灵', 'pokemon']"
1210,10442784,10442,Zosterops,日本語のみ,"['小组标签', '日语', '聊天室', '学习', '日本', '外语']"
1211,10444130,10444,树懒,我的发型我的头等大事,"['小组标签', '发型，染发，烫发']"
1212,104445577,10444,树懒,疯狂爱口红~爱唇膏,"['小组标签', '口红', '唇彩', '唇膏', '化妆', '美容']"
1213,104453288,10445,琬琰,上海英语家教基地,"['小组标签', '英语', '家教', '上海', '初中', '高中']"
1214,104451045,10445,琬琰,INFJ的奇幻之旅,"['小组标签', 'MBTI', '豆瓣', '十六型人格', '心理']"
1215,104453309,10445,琬琰,上海戏剧*舞台爱好者小组,"['小组标签', '上海舞台剧', '上海话剧', '上海相声演出', '上海音乐剧']"
1216,10445131,10445,琬琰,Mckinsey,"['小组标签', 'mckinsey', '麦肯锡', '咨询', '管理', '职场']"
1217,104455269,10445,琬琰,INFJ & INTJ,"['小组标签', 'INFJ', 'INTJ']"
1218,104453246,10445,琬琰,上海家教,"['小组标签', '上海家教', '家教信息', '大学生家教']"
1219,104461921,10446,五星村小黄,梁实秋,"['小组标签', '作家', '莎士比亚', '翻译', '槐园梦忆', '程季淑']"
1220,10446725,10446,五星村小黄,海淀租房小组,"['小组标签', '出租', '转租', '求租', '咨询', '服务']"
1221,104462303,10446,五星村小黄,回龙观租房大汇总,"['小组标签', '在家赚钱', '天通苑', '回龙观', '钱']"
1222,104463767,10446,五星村小黄,北京海淀短期租房,"['小组标签', '北京海淀短期租房', '日租房']"
1223,10447132,10447,鱼蛋,西安租房,"['小组标签', 'temphouse']"
1224,104474724,10447,鱼蛋,周杰伦,"['小组标签', '周杰伦', '杰迷', '惊叹号', '七里香']"
1225,104471284,10447,鱼蛋,红楼梦,['nan']
1226,10447709,10447,鱼蛋,顶尖文案|TOPYS.CN,"['小组标签', '创意', '设计', '艺术', '人文']"
1227,104473097,10447,鱼蛋,西安流浪猫救助,"['小组标签', '西安', '猫', '流浪猫', '流浪猫救助', '流浪猫领养']"
1228,104482884,10448,Summer,重庆好吃狗2.0,"['小组标签', '吃', '重庆', '美食', '生活']"
1229,104481212,10448,Summer,The Newsroom,"['小组标签', '新闻编辑室', 'The', 'Newsroom', 'Aaron', 'Sorkin']"
1230,104481230,10448,Summer,找歌求歌,['nan']
1231,104481556,10448,Summer,DQ,"['小组标签', '食物', '甜品', '冰淇淋', '甜食', '暴风雪']"
1232,104485428,10448,Summer,HOW I MET YOUR MOTHER(Byebye&Thanks),"['小组标签', '老爸老妈', '浪漫史', '美剧', '情景喜剧']"
1233,104484274,10448,Summer,布兰登&自尊心理学,"['小组标签', '自尊心理学', '纳撒尼尔.布兰登', '安.兰德', '荣耀自我']"
1234,104482442,10448,Summer,史铁生,"['小组标签', '史铁生', '作家']"
1235,104494555,10449,薛定谔的猫,汉语言文学考研小分队,"['小组标签', '书籍', '人文', '考研']"
1236,104501709,10450,一粒无花果,正常人干不出这事儿,"['小组标签', '正常人', '干不出', '这事']"
1237,104503269,10450,一粒无花果,无锡招聘,['nan']
1238,104502834,10450,一粒无花果,八卦吐槽,"['小组标签', '吐槽', '娱乐', '文化', '八卦']"
1239,104513124,10451,薏苡,我要找模特！,"['小组标签', '模特', '搞怪，摄影']"
1240,10452162,10452,神经质质好好学,上海租房汇集@上海租房,"['小组标签', '上海', '上海租房', '上海房产', '租房', '房产']"
1241,104523038,10452,神经质质好好学,浦东张江广兰路 女生合租 半年,"['小组标签', '浦东张江', '广兰路', '女生合租', '非中介', '原房']"
1242,104534019,10453,凤梨罐头不过期,手机摄影分享,"['小组标签', '手机', '照片', '摄影', '手机摄影', '分享照片']"
1243,104534520,10453,凤梨罐头不过期,自学吉他,"['小组标签', '吉他', '民谣', '现代艺术']"
1244,104543626,10454,石某人,上着班，弄点副业，赚赚零花钱,['nan']
1245,10456134,10456,烟雨绯红,古剑奇谭,"['小组标签', '古剑奇谭', '上海烛龙', '工长君', '单机游戏', '国产游戏']"
1246,104561452,10456,烟雨绯红,经典语录（vx：dailyyulu 拒绝庸俗）,"['小组标签', '好句子', '格言', '箴言', '警句']"
1247,104563066,10456,烟雨绯红,我们都是图片控,"['小组标签', '图片', '美图', '桌面', '壁纸', '趣图']"
1248,104562889,10456,烟雨绯红,每天一首英文诗歌,"['小组标签', '英语', '诗歌', '单词']"
1249,104561489,10456,烟雨绯红,豆瓣GRE小组,"['小组标签', '出国', '留学', 'GRE', '考试', '签证']"
1250,104571939,10457,Crystal,mt masking tape <和纸胶带>,"['小组标签', 'zakka', 'DIY', '手工', '和纸胶带']"
1251,104575839,10457,Crystal,我不迷恋日本 但我想去北海道！,"['小组标签', '北海道', '寂静', '小鹿纯子', '独自旅行', '日本']"
1252,104573176,10457,Crystal,日剧日影一剧一帖格式化,['nan']
1253,104583329,10458,米店,看好黄龄,"['小组标签', '黄龄', '痒', '环球', '转音']"
1254,104582898,10458,米店,理光GR系列,"['小组标签', '理光，GR1，GR1S，GR1V，GR21，GRD，GRD2']"
1255,104585016,10458,米店,宾得理光(PENTAX-RICOH)相机,"['小组标签', '宾得', 'PENTAX', '单反', '数码']"
1256,104585386,10458,米店,nice,"['小组标签', 'nice', '拍照', '标签', '潮流', '社交']"
1257,104582407,10458,米店,V2EX,"['小组标签', 'v2ex', 'livid', '互联网']"
1258,104595561,10459,老当毅壮学英语,播音主持考研,"['小组标签', '播音主持', '考研']"
1259,104595182,10459,老当毅壮学英语,罗辑思维,"['小组标签', '罗辑思维', '罗振宇']"
1260,104593872,10459,老当毅壮学英语,博士,"['小组标签', '博士', '博士研究生', 'PhD', '全日制博士', '在职博士']"
1261,104594550,10459,老当毅壮学英语,长沙看天台兴趣小组,"['小组标签', '长沙', '天台', '天空', '自由', '长沙豆瓣']"
1262,104591275,10459,老当毅壮学英语,甜子播音主持兴趣小组,"['小组标签', '播音', '朗诵', '主持']"
1263,104595698,10459,老当毅壮学英语,播音兴趣小组,"['小组标签', '播音', '成都']"
1264,10459135,10459,老当毅壮学英语,{Simone White }兴趣组,['nan']
1265,10462137,10462,有鹿yolo,网上也有好书看!!!!,"['小组标签', '起点', '书', '小说', '庆余年', '穿越']"
1266,104621759,10462,有鹿yolo,小额信贷(Microfinance),"['小组标签', 'Microfinance', 'finance', '小额信贷', '金融', '贫困']"
1267,10462293,10462,有鹿yolo,学生时代,"['小组标签', '学生', '时代', '男神', '女神', '吐槽']"
1268,104655859,10465,Mguule少女,我们的发际线高得像清朝人一样,"['小组标签', '发际线', '大额头', '清朝人', '植发', '生发']"
1269,10465283,10465,Mguule少女,高额头的姑娘们,['nan']
1270,104653388,10465,Mguule少女,西宁™美食吃客团,"['小组标签', '美食', '西宁', '青海', '旅游', '青藏']"
1271,104655799,10465,Mguule少女,西宁豆瓣,['nan']
1272,10465149,10465,Mguule少女,AA相约去旅行,"['小组标签', 'Discovery探索频道', '外旅行', '摄影', '小资生活', '创意生活']"
1273,10465671,10465,Mguule少女,刮痧小分队,"['小组标签', '刮痧']"
1274,104665377,10466,烦人精小羊羊,沧州豆瓣,"['小组标签', '武术之乡', '中国大陆']"
1275,10467138,10467,石花膏,单词单词我爱你,"['小组标签', '单词', '外语', '英语', '词汇', '人文']"
1276,104681882,10468,石榴石榴,汽车迷-豆瓣小事,['nan']
1277,104692720,10469,bko,淘宝狂人,"['小组标签', '淘宝', '网购', '推荐', '时尚', '热卖']"
1278,10469706,10469,bko,豆瓣大交易,"['小组标签', '淘宝', '二手', '闲置', '交易', '网店']"
1279,104693439,10469,bko,我们疯狂的爱闲置,"['小组标签', '超级市场']"
1280,104693502,10469,bko,闲置物品赠送与交换,"['小组标签', '二手', '公益', '环保']"
1281,104694960,10469,bko,跳蚤市场,"['小组标签', '交易', '二手', '闲置', '跳蚤市场', '买卖']"
1282,104693569,10469,bko,闲置买卖，换换,['nan']
1283,104691047,10469,bko,我们都为一堆闲置苦恼,"['小组标签', '闲置物']"
1284,10470139,10470,一只兔兔兔兔子,墨脱,"['小组标签', '西藏', '墨脱', '中国大陆']"
1285,10471140,10471,甜耶,会计·考试,"['小组标签', '会计', '考试', '职称', '初级', '资格']"
1286,10472141,10472,渔王,哎呦！我他妈真是一个傻X,"['小组标签', '怪癖']"
1287,104722198,10472,渔王,静听那些角落里的小众音乐,"['小组标签', '音乐', '独立音乐', '小众音乐', 'indie', '欧美', '民谣', '后摇', '轻音乐', '纯音乐']"
1288,10472319,10472,渔王,《看电影·午夜场》™,"['小组标签', '杂志', '看电影', '午夜场', '中国影迷第一场', '影迷']"
1289,104722061,10472,渔王,陈奕迅,"['小组标签', '陈奕迅', '吹神']"
1290,104724145,10472,渔王,创意产业/插画设计/城市空间/UI交互,"['小组标签', '交互设计', '绘画', '艺术', '景观园林', '家居设计']"
1291,104735009,10473,鱼卡,我爱看歌词喂呀呀,"['小组标签', '歌词', '自制', '表白', '吐槽']"
1292,104741092,10474,hushuangdudu,晒装修ing,"['小组标签', '成都装修', '装修', '小户型装修', '装修公司', '室内设计']"
1293,104745480,10474,hushuangdudu,多元教育与共生社区,"['小组标签', '家庭教育', '在家上学联盟', '家庭学校', '自主学习']"
1294,10474806,10474,hushuangdudu,轻松父母123,"['小组标签', '父母', '育儿', '亲子', '家庭教育', '早教']"
1295,104745676,10474,hushuangdudu,室内设计之家,"['小组标签', '室内设计', '3DMAX', '工艺', '美术']"
1296,10474142,10474,hushuangdudu,生女儿。女儿是我的生命。,"['小组标签', '亲子', '女儿', '爸爸', '妈妈', '温馨']"
1297,10474927,10474,hushuangdudu,儿童早期教育,"['小组标签', '儿童', '教育', '幼教', '早期教育', '美国']"
1298,104752421,10475,seize the day,Christopher,"['小组标签', 'Coldplay', 'Chris', 'Martin', '艺人']"
1299,10475801,10475,seize the day,大美玲姜思达,"['小组标签', '奇葩说', '美', '温柔的刀', '人格魅力', '低调']"
1300,104761320,10476,peggie,海中舟 山为帆 | 舟山,"['小组标签', '舟山', '海鲜', '普陀山', '桃花岛', '东极']"
1301,104764937,10476,peggie,德国代购有机护肤品、爱他美奶粉！,"['小组标签', '德国', '爱他美', '奶粉', '有机', '化妆品']"
1302,10476171,10476,peggie,海外奶粉代购淘宝店,"['小组标签', '海外', '境外', '奶粉', '直邮', '代购']"
1303,104764747,10476,peggie,Use the right word,"['小组标签', '英式英语北外考研']"
1304,104764203,10476,peggie,君之。,"['小组标签', '君之', '烘焙', '博客', '手工', '蛋糕']"
1305,104784404,10478,我要变瘦子,和高圆圆学美搭,"['小组标签', '高圆圆', '美女', '时尚', '服装', '穿衣']"
1306,10478144,10478,我要变瘦子,我就是想娶个学数学物理的,"['小组标签', '征婚']"
1307,104785189,10478,我要变瘦子,让我给你当摄影师好了,"['小组标签', '摄影', '模特', '公益', '免费']"
1308,104785882,10478,我要变瘦子,中山大学南校区,"['小组标签', '中山大学', '南校区', '中国大陆']"
1309,104792154,10479,二老F,南京摄影,"['小组标签', '南京\u3000摄影\u3000拍片']"
1310,10479313,10479,二老F,南安温彻艺术学院2016新生群,"['小组标签', '英国', '留学', '南安普顿大学', '温彻斯特', '艺术']"
1311,104794383,10479,二老F,南安普顿大学-University of Southampton,"['小组标签', '南安普顿大学', '英国留学']"
1312,104802394,10480,莉莉凯,解梦,"['小组标签', '解梦', '梦']"
1313,104833828,10483,熙尔,V.S.奈保尔,"['小组标签', '奈保尔', 'V.S.奈保尔', 'V.S.Naipaul']"
1314,104835256,10483,熙尔,胡利奥·科塔萨尔,"['小组标签', '科塔萨尔']"
1315,104832760,10483,熙尔,爱尔兰都柏林大学,"['小组标签', '都柏林大学', '爱尔兰都柏林大学', 'UCD']"
1316,104831174,10483,熙尔,胡安·鲁尔福,"['小组标签', '作家', '胡安·鲁尔福']"
1317,104834571,10483,熙尔,拉什迪（鲁西迪）,"['小组标签', '拉什迪', '鲁西迪', '午夜之子', '魔鬼诗篇', '作家']"
1318,104843558,10484,tuple,holga,"['小组标签', 'vitamix', '食谱', '美国', '代购']"
1319,104875004,10487,Vincy,发现大佛山,"['小组标签', '旅游', '拍摄', '交友', '生活', '旅行']"
1320,10487145,10487,Vincy,佛山兼职,"['小组标签', '佛山', '兼职']"
1321,10487608,10487,Vincy,广州兼职,"['小组标签', '广州', '兼职', '招聘', '求职']"
1322,104873638,10487,Vincy,佛山豆瓣,"['小组标签', '佛山', '南海', '禅城', '顺德', '高明三水']"
1323,104871065,10487,Vincy,佛山人小组：陪你度过漫长岁月,"['小组标签', '佛山', '高明', '三水', '顺德', '南海']"
1324,104885455,10488,blue-snow,比熊贼贼,"['小组标签', '女性', '成长', '故事']"
1325,104881834,10488,blue-snow,理财,"['小组标签', '投资', '理财', '黄金', '银行', '证券']"
1326,104881664,10488,blue-snow,乔布招聘,"['小组标签', '简历', '模板', '求职', '招聘', '实习']"
1327,10489523,10489,Hojo,经典英语短篇阅读,"['小组标签', '英语', '经典', '阅读', '英文小说', '英文诗歌']"
1328,104901786,10490,海岛上沉默的猪,王小波门下走狗,"['小组标签', 'wang2', '作家']"
1329,104912103,10491,鸡爪控,豆瓣难民营（暂借予八组难民）,"['小组标签', '收容所']"
1330,104913122,10491,鸡爪控,太极来了|绝不收费,"['小组标签', '明星八卦', '综艺', '红人', '影视']"
1331,104923494,10492,anna,我们都爱小栗旬~O(∩_∩)O~,"['小组标签', '小栗旬', '男', '演员', '日本', '帅气']"
1332,104923988,10492,anna,日本旅游攻略分享,"['小组标签', '日本旅游', '日本自由行', '日本旅游攻略']"
1333,10492864,10492,anna,日本签证办理交流,"['小组标签', '日本签证', '日本个人旅游签证']"
1334,104933264,10493,恣予,油画棒也行！,"['小组标签', '画画', '涂鸦', '油画棒', '绘画']"
1335,10493146,10493,恣予,我爱长头发,"['小组标签', '长头发', '头发', '美丽']"
1336,104943377,10494,DARKtemptation,灵异恐怖事件,"['小组标签', '灵异', '悬疑', '恐怖', '人文']"
1337,10494357,10494,DARKtemptation,义工旅行Voluntourism,"['小组标签', '义工旅行', '公益', '分享', '旅行', '志愿者']"
1338,104944797,10494,DARKtemptation,欧美文学-豆瓣小事,['nan']
1339,104954393,10495,如神有月,水彩工具,"['小组标签', '水彩', '漫画工具', '水彩工具', '史明克', '荷尔拜因']"
1340,104953268,10495,如神有月,手绘水彩,"['小组标签', '手绘', '水彩', '插画']"
1341,104951127,10495,如神有月,水彩画学习技法小组,"['小组标签', '水彩', '兴趣', '技法', '绘画', '学习']"
1342,10495147,10495,如神有月,水彩插画家成长记,"['小组标签', '水彩', '插画', '绘画', '手绘', '彩绘']"
1343,104962713,10496,拟见,拉萨豆瓣,"['小组标签', '拉萨', '西藏', '高原', '圣地', '雪域']"
1344,104964215,10496,拟见,大美西藏旅游 | 青海湖 拉萨 尼泊尔,"['小组标签', '西藏', '青海湖', '尼泊尔', '旅游', '拉萨']"
1345,104962573,10496,拟见,豆瓣西藏接待站（客栈+私房菜馆）,"['小组标签', '豆瓣', '西藏', '拉萨', '旅行', '客栈']"
1346,104962948,10496,拟见,西藏美食。,"['小组标签', '西藏', '美食']"
1347,104963832,10496,拟见,国学,"['小组标签', '文学', '历史', '哲学', '古典', '古籍']"
1348,10496851,10496,拟见,西藏旅游攻略_梦回西藏_微信 yzlx2015,"['小组标签', '西藏', '旅行', '约伴', '拉萨', '包车']"
1349,104964770,10496,拟见,我要去西藏,"['小组标签', '西藏', '旅行', '拉萨', '尼泊尔', '搭车']"
1350,104973657,10497,ShelleyLin,北航的那点人文味儿,"['小组标签', '北航，人文，大学', '书籍', '人文']"
1351,104971643,10497,ShelleyLin,北京航空航天大学,"['小组标签', '北航', '大学']"
1352,105041846,10504,莫小西,唱吧——手机KTV,"['小组标签', '音乐', 'KTV', '手机', '唱吧']"
1353,105043125,10504,莫小西,介先生,['nan']
1354,10504238,10504,莫小西,武汉大学,"['小组标签', '武汉大学', '珞珈', '高校', '武汉', '武昌']"
1355,105053826,10505,一颗牛油果,The Jesus and Mary Chain Reunion,"['小组标签', 'tjamc', 'jamc']"
