userid,username,movietag
10632,张九龄,"['短片', '父爱', '澳大利亚', '丧尸', '亲情', '僵尸', '人性', '感人','灾难', '意大利', '经典', '剧情', '英国', '灾难片', '1976', '欧洲','美国', '惊悚', '悬疑', '2017', '宗教', '剧情', '女性', '恐怖']"
10634,坎蒂,"['阿根廷', '爱情', '文艺', '西班牙', '文艺片', '剧情', '2011', '温情','喜剧', '金凯瑞', '美剧', '美国', '待看', '电视剧', '法国', 'MichelGondry']"
10635,康熊熊。,"['动作', '复仇', '英国', '犯罪', '政治', '2017', '剧情', '中国大陆','动作', '暴力', '公路', '科幻', '美国', '冒险', '2015', '澳大利亚','韩国', '情色', '人性', '文艺', '爱情', '2012', '伦理', '剧情','奇幻', '武侠', '魔幻', '动作', '2017', '烂片', '中国大陆', '华语']"
10636,渣渣,"['美剧', '犯罪', '爱情', '美国', '剧情', '2017', '悬疑', 'TNT']"
10638,少女情怀总是挛,"['动画', '美国', '萌', '美国动画', '喜剧', '搞笑', '动画片', '2015','英剧', '同性', 'BenWhishaw', '英国', '悬疑', 'BBC', '本卫肖', '2015','TVB', '香港', '喜剧', '欧阳胖胖', '电视剧', '陳豪', '2017', '灵魂互换','纪录片', '台湾', '美食', '2013', '公视', '客家', 'Documentary', '台湾电影']"
10639,sunnyday0,"['情色', '美国', '歌舞', '美国电影', '剧情', '1995', '舞蹈', '电影']"
10643,emma,"['美剧', 'HBO', '黑帮', '犯罪', '大西洋帝国', '美国', '看过的电视剧', '2013']"
10645,kking,"['美国', '舞蹈', '2015', '喜剧', '肉', '剧情', '帅哥', '养眼','科幻', '动画', '美国', 'CG', '战争', '星际', '2017', '童年回忆','美国', '喜剧', '同志', '同性', '外出就餐', 'GAY', '美国电影', '青春','美国', '2012', '喜剧', '脱衣舞郎', '剧情', '舞蹈', '卖肉', 'Channing']"
10646,陈恩彤,"['法国', '默片', '德莱叶', '法国电影', '1928', '传记', '1920s', 'CarlTheodorDreyer','艺术', '传记', '埃贡·席勒', '奥地利', '文艺', '2016', '爱情', '剧情']"
10647,☁︎满满☁︎,"['惊悚', '恐怖', '美国', '2018', '灵异', '悬疑', '超自然', '美国电影','喜剧', '爱情', '搞笑', '香港', '风水', '中国', '港台', '浪漫']"
10648,雇员风雨后,"['黑色幽默', '中国', '乡村', '农村', '剧情', '2011', '奇幻', '东北','僵尸', '美国', '爱情', '2016', '喜剧', '恶搞', '惊悚', '恐怖','中国电影', '聊斋', '中国', '老电影', '大陆', '1980', '名著改编', '国产老片','纪录片', '浦泽直树', '日本', 'NHK', '日本动画', '创作的秘密', 'NHK纪录片', '日本电影']"
10650,zoe,"['电视剧', '周迅', '国产电视剧', '陈坤', '赵宝刚', '爱情', '像雾像雨又像风', '大陆','张国荣', '香港', '陈可辛', '香港电影', '梅艳芳', '袁咏仪', '爱情', '同志']"
10652,哲p,"['同志', '台湾', '越南', '同性', '2017', '9月电影', '越南电影', '越南', '同性', '2017']"
10653,陈橙澄,"['RussellCrowe', '澳大利亚', '剧情', '犯罪', '爱情', '卢塞尔克劳', '动作', 'Thriller']"
10654,松石绿,"['台湾', '台湾电影', '吴念真', '陈坤厚', '陆小芬', '女性', '1987', '任达华','斯通纳', '小说改编', '美国', '文学作品改编', '电影', '美国电影', '人生', '剧情']"
10655,如梦之梦,"['今村昌平', '日本', '犯罪', '日本电影', '1979', '黑色', '绪形拳', '1970s','法国', '新浪潮', '阿涅斯·瓦尔达', 'AgnèsVarda', '法国电影', '1960s', '女性', 'Agnès_Varda']"
10656,夏阿猫,"['青春', '台湾', '盛夏光年', '同志', '台湾电影', '爱情', '张睿家', '电影','美剧', '喜剧', 'SHOWTIME', '美国', '家庭', '黑色幽默', '犯罪', '2005','音乐', '台湾','短片', '瑞典', 'RoyAndersson', '超现实', '罗伊·安德森', 'Roy_Andersson', '1990s', '1991']"
10657,Patty_Li,"['香港', '黄霑', '倪匡', '张国荣', '蔡澜', '综艺', '八十年代', '黑色幽默']"
10659,卡农,"['长城脚下的公社', '2002', '宁瀛', '内地电影', '中国']"
10661,它他,"['悬疑', '惊悚', '美国', '死循环', '恐怖', '喜剧', '2017', '犯罪','丹麦', '爱情', '剧情', '北欧，爱情', '美国', '2014', '加拿大', '欧洲','俄罗斯', '长镜头', '俄罗斯电影', '索科洛夫', '艺术', '2002', 'AleksandrSokurov', '俄罗斯方舟','爱情', '英国', '青春', 'LilyCollins', '英国电影', '喜剧', 'SamClaflin', '2014','日剧', '日本', '2018', '18冬', '电视剧', 'ドラマ', 'NTV', '剧情']"
10662,科比,"['励志', '篮球', '美国', '体育', '青春', '运动', '美国电影', '卡特教练','姜文', '青春', '阳光灿烂的日子', '夏雨', '经典', '文革', '中国电影', '中国']"
10663,α,"['英剧', '福尔摩斯', '推理', 'BBC', 'Sherlock', '悬疑', '英国', '卷福','王家卫', '香港', '金城武', '香港电影', '李嘉欣', '堕落天使', '爱情', '黎明']"
10664,苒臾,"['美剧', '女性', '喜剧', '美国电视剧', '励志', '美国', '成长', '电视剧']"
10665,Aha_Xiaojuan,"['法国', '温情', '法国电影', '文艺', '喜剧', '2010', '剧情', '电影','青春', '台湾', '桂纶镁', '蓝色大门', '陈柏霖', '爱情', '台湾电影', '电影','纪录片', '印度', '小小摄影师的异想世界', '儿童', '美国', '摄影', '记录片', '美国电影']"
10667,Kiyomi,"['吴亦凡', '梁朝伟', '2017', '电影', '香港电影', '华语电影', '中国', '香港','剧场版', '日本', '动画', '动漫', '2016', '冒险', '童年', '二次元']"
10668,caaaaa,"['日本', '励志', '日本电影', '剧情', '安藤樱', '2014', '爱情', '成长','英剧', '喜剧', '同性', '英国', '搞笑', '2013', 'BBC', 'Gay']"
10669,Sean,"['日本', '剧情', '2016', '媒体', '社会', '犯罪', '爱情', '悬疑','日本', '传记', '2016', '励志', '剧情', '将棋', '人生', '青春']"
10671,泡椒肥妞,"['情色', '丹麦', '女性', '人性', '剧情', '2013', '法国', '英国','人性', '二战', '斯皮尔伯格', '经典', '战争', '辛德勒的名单', '美国', '剧情','动画短片', '短片', '阿根廷', '动画', '人性', '人的物化', '2008', '阿根廷动画','美剧', '科幻', '人工智能', 'HBO', '美国', '人性', '西部', '2016']"
10672,张艺兴的女朋友,"['日本', '爱情', '动漫', '动画', '青春', '校园', '2017', '喜剧','冬日细语', '钢琴', '青春', '中国电影', '大陆', '中国', '踏破铁鞋找到的电影', '可以回味的作品', '王瑞','音乐', '青春', '爱尔兰', '爱情', '文艺', '2016', '成长', '剧情']"
10673,九安奈,"['美剧', '犯罪', '心理', '悬疑', 'Netflix', '美国', '2017', '电视剧','短片', '科幻', '德国', '瑞士', '2010', '幽默', '电影', '金鹏奖','英剧', 'BBC', '犯罪', '人性', '英国', '看过的电视剧', '英语标签', '2012']"
10674,斯叉,"['喜剧', '法国', '法国电影', '搞笑', '2017', '爱情', '电影', '欧美','台剧', '林心如', '青春', '爱情', '台湾', '看过的电视剧', '2014', '电视剧']"
10675,你猜,"['宗教', '美国', '日本', '历史', '信仰', '剧情', '2016', '人性','科幻', '悬疑', '澳大利亚', '剧情', '2014', '小说改编', '神片', '惊悚','阿根廷', '悬疑', '西班牙', '剧情', '犯罪', '人性', '奥斯卡最佳外语片', '2009']"
10676,狸,"['美剧', '犯罪', '悬疑', '美国', 'CBS', '剧情', '动作', '2011','美剧', '美国', 'Amazon', '2017', '喜剧', '电视剧', '同性', '2016','悬疑', '魔术', '美国', '剧情', 'ChristopherNolan', '科幻', '美国电影', '魔幻']"
10678,褚心,"['韩国电影', '韩国', '感人', '温情', '监狱', '感动', '剧情', '2010']"
10679,吃饱了撑的,"['英国', '史诗', '战争', '传记', '经典', '历史', '1962', '奥斯卡','悬疑', '惊悚', '美国', '2014', '剧情', '爱伦坡', '爱情', '小说改编','美国', '自然', '亲情', '温情', '动物', '美国电影', '生态', '温馨','英剧', '科幻', 'BBC', '英国', '时间旅行', '电视剧', '2005', '看过的电视剧','日本', '动画', '动漫', '2017', '奇幻', '日漫', '漫画改编', 'アニメ']"
10680,氵,"['纪录片', '犯罪', '美国', '美剧', 'Netflix', '人性', '2015', 'Documentary','日剧', '悬疑', '日本', '2017', '剧情', '电视剧', 'Netflix', '看过的电视剧']"
10683,宋small,"['芬兰', '儿童', '童年', '家庭', '芬兰电影', '温情', '孩子', '希弗和希索']"
10684,IGGY,"['爱情', '歌舞', '台湾', '青春', '2013', '音乐', '喜剧', '天台','科幻', '超人', '美国', '超级英雄', '动作', '2013', 'DC', '漫画改编','汤姆.克鲁斯', '动作', '美国', '悬疑', '犯罪', '2012', '剧情', '美國電影','英剧', 'BBC', '英国', '看过的电视剧', '英语标签', '2013', '历史', '剧情','美国', '政治', '剧情', '伊朗', '特工', '2012', '悬疑', '战争']"
10685,lu一语,"['爵迹', '郭敬明', '烂片', '奇幻', '吴亦凡', '大烂片', '未观觉烂', '垃圾']"
10686,谁知道是谁呢,"['惊悚', '悬疑', '恐怖', '美国', '心理', '犯罪', '剧情', '2009']"
10687,某聪,"['纪录片', '法国', '2017', '纪录', '艺术', '文艺', '戛纳', '2017戛纳','City', '美剧', '女性', '爱情', 'sex', '美国', '欲望都市', '电视剧']"
10688,逍遥平生意,"['科幻', 'Netflix', '黑镜', '人性', '美剧', '黑色', '2017', '悬疑','日剧', '女性', '日本', '成长', '人生', '职场', '女权', '电视剧','日剧', '上戸彩', '日本', '爱情', '吉瀬美智子', '2014', '斎藤工', '人性']"
10689,Kumulama,"['美剧', '喜剧', '美国', 'LouisCK', 'FX', '2015', '黑色幽默', 'LouisC.K.','爱情', '喜剧', '郑恺', '郭采洁', '2015', '中国', '张艺兴', '大陆']"
10690,HongMak,"['美剧', 'Netflix', '犯罪', '心理', '犯罪/悬疑', '美国', '2018', '电视剧','纪录片', '美国', '美剧', '神作', '商&科']"
10692,阿黎,"['宫崎骏', '动画', '日本', '红猪', '日本动画', '动漫', '宮崎駿', '吉卜力','网剧', '犯罪', '国产电视剧', '悬疑', '學生電影', '大陆', '电视剧', '青春']"
10693,金钰唯,"['刘若英', '台湾', '台湾电影', '爱情', '陈国富', '1998', '征婚启事', '陳國富','喜剧', '美国', '搞笑', '2014', '剧情', '生活', '励志', '爱情']"
10694,Melody,"['陈坤', '古装', '权谋', '倪妮', '白敬亭', '国产剧', '国产电视剧', '原著','印度', '阿米尔▪汗', '印度电影', '爱情', '社会', 'AamirKhan', '阿米尔·汗', '剧情','爱情', '埃及', '加拿大', '开罗时间', '加拿大电影', '剧情', '2009', '文化']"
10695,sam夕,"['日本', '犯罪', '2016', '人性', '漫画改编', '暗金丑岛君', '剧情', '暴力']"
10696,小枣,"['clamp', '动画', '日本动画', '日本', '动漫', '日本动漫', 'anime', 'アニメ','历史', '传记', '经典', '意大利', '溥仪', '人生', '剧情', '1987','动画', '日本动画', '日本', '动漫', '2013', 'アニメ', 'SUNRISE', 'Sunrise','历史', '国产电视剧', '大明王朝', '明朝', '权谋', '电视剧', '经典', '张黎']"
10697,shiny,"['英国', '摇滚', '音乐', '喜剧', '海盗电台', '理想', '励志', '2009','今敏', '短片', '日本', '动画', '动画短片', '日本动画', '2007', '2000s','日本', '日本电影', '浅野忠信', '茶の味', '石井克人', '文艺', '土屋安娜', '2004']"
10698,Zephyr_LL,"['法国', '法国电影', '爱情', '文艺', '巴黎小情歌', 'LouisGarrel', 'Louis_Garrel', 'ChristopheHonore','情色', '法国', '罗曼史', '法国电影', '女性', '禁片', '情色电影', '电影']"
10699,┪咬掉手指头┢,"['英国', '摇滚', '英国电影', '音乐', '1970s', 'NicolasRoeg', '迷幻演出', '情色']"
10700,小雨lyf,"['日剧', '经典', '日本', '人性', '医疗', '电视剧', '剧情', '医学','日剧', '东京爱情故事', '经典', '爱情', '铃木保奈美', '日本', '织田裕二', '电视剧','日本', '动画', '同性', 'BL', '日本动画', '动漫', '耽美', '2016','日本', '温情', '美食', '河濑直美', '人生', '文艺', '剧情', '2015']"
10701,沐山,"['纪录片', '佛教', '宗教', '中国', '历史', '文化', '佛', '紀錄片']"
10702,桜,"['苍井优', '日本', '日本电影', '励志', '青春', '扶桑花女孩', '松雪泰子', '电影']"
10703,宫爆老奶奶,"['韩剧', '青春', '成长', '爱情', '友情', '韩国', '1997', '电视剧','动画', '迪士尼', '美国', '喜剧', 'Disney', '动物', '搞笑', '2016']"
10704,我相信你,"['法国', '同志', '法国电影', '同性', '爱情', '1992', 'Cyril_Collard', 'gay','西德尼·吕美特', '美国', 'Sidney_Lumet', 'SidneyLumet', '犯罪', '美国电影', '剧情', '1980s']"
10705,msching,"['法国', '情色', '法国电影', '同志', 'Francois_Ozon', 'FrancoisOzon', '法斯宾德', '同性','爱情', '老年', '美国', '温情', '2017', '剧情', '家庭', 'Netflix','意大利', '意大利电影', '保罗·索伦蒂诺', '文艺', '剧情', '2013', '法国', 'PaoloSorrentino']"
10706,玉蝴蝶,"['美国', 'VincentGallo', '公路', '情色', '爱情', '美国电影', '棕兔', '2003','青春', '美国', '成长', '女性', '美国电影', 'Sofia_Coppola', '剧情', 'KirstenDunst']"
10707,NOONE,"['美国', '励志', '喜剧', '人生', '剧情', '2011', '生活', '独立电影']"
10709,枕小路,"['爱情', '美国', '经典', '1994', '家庭', '婚姻', '剧情', '温情']"
10710,罂 粟、 坏 了,"['台湾', '钮承泽', '台湾电影', '历史', '剧情', '阮经天', '陈意涵', '2014','公路电影', '德国', '维姆·文德斯', 'WimWenders', '公路', '美国', '德国电影', '文德斯','音乐', '文艺', '美国', '爱情', '温情', '浪漫', '剧情', '人生','犯罪', '悬疑', '人性', '中国大陆', '剧情', '2015', '小说改编', '同性','纪录片', '旅行', '自然', '美国', '环保', '2010', '纪录', '美国电影']"
10711,阿鱼,"['沙特阿拉伯', '女性', '自由', '剧情', '2012', '人性', '德国', '文艺','史诗', '勇敢的心', '经典', '战争', '自由', '梅尔·吉布森', '美国', '历史','爱情', '经典', '卡萨布兰卡', '美国', '二战', '战争', '美国电影', '1942','罗马尼亚', '宗教', '2012', '剧情', '戛纳', '人性', '蒙吉', '文艺']"
10712,殓布之下,"['情色', '肮脏日记：女权主义情色短片集', '短片', '瑞典', '瑞典电影', '女性', '短片集', '2009','美国', '犯罪', 'RyanGosling', '动作', '2011', '剧情', '暴力', 'CareyMulligan']"
10714,请不要找我哦,"['动画', '水墨', '中国', '短片', '动画短片', '水墨动画', '国产动画', '中国动画','纪录片', 'BBC', '自然', '英国', 'BBC纪录片', '2014', '自然人文纪录片', '生态','英国', '动画', '粘土动画', '小羊肖恩', '喜剧', '英剧', '2009', '把时间交给这样愉快、愉悦的影片','纪录片', '死亡', 'BBC', 'BBC纪录', '英国', '人生', '心灵之旅', '真人秀','纪录片', '香港', '黄翠如', '旅游', '旅遊', '旅行', '紀錄片', '综艺']"
10716,门前有树,"['国产电视剧', '霍建华', '战争', '历史', '抗日', '孔苼', '电视剧', '剧情']"
10717,kingliang,"['美国', '政治', '美国电影', '人性', '剧情', '美国情事', '2009', '爱情','美国', '文艺', '美国电影', '独立电影', '剧情', '生活', '2003', '清新之作','WoodyAllen', '伍迪·艾伦', '美国', '爱情', '美国电影', '1992', '伍迪艾伦', 'Woody_Allen']"
10720,西红柿鸡蛋面,"['张国荣', '梅艳芳', '爱情', '香港', '香港电影', '关锦鹏', '经典', '李碧华','布努艾尔', '法国', '西班牙', '1972', '法国电影', 'LuisBuñuel', 'Luis_Buñuel', '经典']"
10722,肖尔布,"['吴镇宇', '香港电影', '香港', '吴君如', '爱情', '叶伟信', '2000', '任达华','人性', '犯罪', '社会', '2007', '剧情', '现实', '女性', '生活']"
10723,Bonny,"['泰剧', 'push', 'cp感爆棚', 'Gypso', '为了男女主的颜与演技加分', '偏执不婚族哈哈哈', '泰国', '推哥']"
10724,原子,"['悬疑', '美国', '惊悚', '灵异', '心理', '经典', '剧情', '恐怖','泰国电影', '泰国', '喜剧', '温馨', '家庭', '父爱', '亲情', '2010','纪录片', '平常生活', '人生', '2011', '生活', '每个人', '美国电影', '地球村','亲情', '美国', 'TimBurton', '奇幻', '童话', '魔幻', '剧情', '美国电影']"
10725,FadeFlame,"['恐怖', '西班牙', '惊悚', '灵异', '2017', '西班牙电影', '恶魔/驱魔系列', '真实事件改编','惊悚', '美国', '灾难', '经典', '恐怖', '1975', '剧情', '血腥']"
10727,2laine,"['科幻', '美国', '恐怖', '惊悚', '美国电影', '1978', '1970s', 'PhilipKaufman','意大利', '2012','喜剧', '美剧', '美国', 'Sarah.Silverman', '看过的电视剧', '犹太谐星', 'tvseries', '犹太','英国', '同志', 'DanielDayLewis', '英国电影', '同性', '1985', 'Gay', '1980s']"
10728,喜,"['传记', '墨西哥', '弗里达', '女性', '绘画', '美国', '美国电影', 'frida','爱情', '美国', 'SandraBullock', 'BenAffleck', '喜剧', '美国电影', '1999', '本·阿弗莱克','美国', '家庭暴力', '美国电影', '女性', 'JenniferLopez', '悬疑', '动作', '家庭']"
10729,一个圆,"['台剧', '台劇', '植剧场', '2017', '电视剧', '傅培梅', '台湾', '安心亚','韩剧', '青春', '成长', '友情', '韩国', '治愈系', '2017', '看过的电视剧','青春', '国漫', '校园', '国产动画', '中国动画', '动漫', '小清新', '动画']"
10730,一朵小小白云,"['纪录片', '荒野求生', 'discovery', '英国', '冒险', '美国', '探险', '贝爷']"
10731,扑拉拉飞,"['香港', '吴君如', '香港电影', '喜剧', '人生', '金鸡', '2002', '剧情','动画', '日本', '青春', '穿越时空的少女', '日本动画', '爱情', '科幻', '动漫']"
10732,全。味,"['香港', '恐怖', '惊悚', '2013', '鬼片', '灵异', '人性', '悬疑']"
10733,赏味期限。,"['纪录片', '香港', '房价', '真人秀', '香港纪录片', '2017', '黑色幽默', 'tvb']"
10734,玛丽莲萌路,"['黑色幽默', '喜剧', '宁浩', '疯狂的石头', '搞笑', '中国电影', '大陆', '中国','卓别林', '喜剧', '经典', '默片', '美国', '黑白', '美国电影', 'CharlesChaplin']"
10735,沈芄蘭,"['源氏物语', '日本动画', '动画', '日本', '动漫', '樱井孝宏', '杉田智和', 'アニメ','美剧', '历史', '罗马', 'HBO', '史诗', '电视剧', '美国', 'BBC','AidanGillen', '@UK/Ireland', '英国', 'Aidan_Gillen', '欧洲电影', '文艺', '剧情', 'UK','纪录片', 'BBC', '艺术', '英国', 'Documentary', '中世纪', '纪录', '等字幕']"
10738,大脸sunny,"['装修', '综艺', '真人秀', '国内综艺', '中国大陆', '中国', '大陆', '2017','综艺', '相亲', '恋爱饥饿游戏', '单身战争', '内地综艺', '三观正！！', '中国', '饥饿游戏','音乐', '脱口秀', '综艺', '人文', '看理想', '台湾', '文艺', '音乐史','极限挑战', '张艺兴', '综艺', '真人秀', '黄渤', '孙红雷', '罗志祥', '*鸡条','商业', '真人秀', '综艺', '创业', '决策', '我是创始人', '中国', '好评']"
10739,燕窝,"['美国', '犯罪', '剧情', '2017', '悬疑', '传记', '真实事件', '人性','印度', '印度电影', '喜剧', '改编真人真事', '宝莱坞', '2017', '女性', '电影']"
10740,Fée,"['法国', '法国电影', '女性', '2000', '等待', '爱情', '爱', '剧情','法国', '法国电影', '让-克劳德·布里索', '剧情', '2013', 'Jean-Claude_Brisseau', 'JeanClaudeBrisseau', '法國','日剧', '日本', '小林聪美', '温情', '美食', '2013', '治愈系', '13夏']"
10741,汗珠司令,"['特工', '动作', '喜剧', '美国', '间谍', '黑色幽默', '2015', '英国','JohnnyDepp', '美国', '悬疑', '约翰尼·德普', '美国电影', '犯罪', '1995', '电影','JohnnyDepp', '美国', '剧情', 'Depp', '想买', '喜剧','喜剧', '英国', '爱情', '2013', '法国', '剧情', '搞笑', '犯罪']"
10743,四小姐,"['轻喜剧', '爱情', '都市', '电视剧', '喜剧', '好看！', '生活', '2017']"
10744,tinkicai,"['美国', '真实事件改编', '反恐', '剧情', '犯罪', '波士顿', '2016', '历史','日剧', '日本', '看过的电视剧', '小林薫', '人生', '2014', '日语标签', 'NHK']"
10745,外星MOLLY。,"['美国', '传记', '法律', '剧情', '真实事件改编', '2017', '真实事件', '悬疑','英国', '传记', '2017', '英国电影', '历史', '家庭', '人物', '亲情','美国', '人生', '剧情', '孤独', '文艺', '2009', '婚姻', '失业','希区柯克', '悬疑', '美国', '经典', '惊悚', '美国电影', '1954', 'AlfredHitchcock']"
10746,千阳,"['日剧', '杏', '木村佳乃', '日本', '11春', '2011', '看过的电视剧', '日语标签','纪录片', '动物', '可爱的动物', '南非', '非洲', '喜剧', '纳米比亚沙漠', '1974','脱口秀', '豆瓣出品', '综艺', '豆瓣', '毒评', '短片', '2016', '刘烨','动物', '自然', 'BBC', '2008', '纪录', '非洲', '成长', '温情','亲情', '人性', '感人', '家庭', '中国大陆', '剧情', '温情', '2014']"
10748,IAmJuly,"['传记', '沙漠之花', '人性', '索马里', '英国', '真人真事', '剧情', '女性','印度', '同性', '温情', '剧情', '女性', '电影', '人性', '2014','纪录片', '台湾', '2013', '自然', '航拍', '环保', '环境', '中国','动画', '黑色幽默', '美剧', '美国', '人性', 'Netflix', '2017', '喜剧','短片集', '法国', '短片', '合集', '2007', '电影', '王家卫', '多国']"
10750,杏红家小太阳,"['动画', '日本动画', '日本', '2015', '动漫', '看过的电视剧', '諏訪部順一', '犯罪','动画', '黑色幽默', '美剧', '美国', 'Netflix', '人性', '2016', '喜剧','少女心', '玛丽苏', '爱情', '国产电视剧', '网剧', '傻白甜', '喜剧', '2016']"
10752,__刘大美。,"['美剧', 'gossipgirl', '青春', '美国', '爱情', '电视剧', '2010', 'CW','伊朗', '1999', '文艺', '法国', '剧情', '人生', '生命', '人性','美剧', '绝望主妇', '家庭', '美国', 'ABC', '女性', '看过的电视剧', '2010','美剧', '生活大爆炸', '喜剧', '谢耳朵', '美国', '搞笑', 'TBBT', '电视剧']"
10755,东澜,"['日本', '悬疑', '人性', '犯罪', '剧情', '2016', '同性', '小说改编','英剧', '家庭', '温情', '英国', '看过的电视剧', '生活', '2017', '英语标签','日本', '人性', '剧情', '2016', '家庭', '悬疑', '文艺', '戛纳','韩剧', '刘亚仁', '历史', '韩国', '古装', '剧情', '看过的电视剧', '卞耀汉']"
10756,池慢慢,"['日剧', '日本', '看过的电视剧', '2017', '悬疑', 'WOWOW', '日语标签', '17秋','看过的电视剧', '华语标签', '国漫', '搞笑', '动画', '动漫', '有妖气', '喜剧','网剧', '科幻', '悬疑', '漫改', '推理', '电视剧', '中国', '有妖气','悬疑', '犯罪', '鹿晗', '杨幂', '剧情', '中国', '值得期待的悬疑电影', '2015']"
10757,因为我没有出家,"['科幻', '美国', '宗教', '有思考价值', '剧情', '这个男人来自地球', '美国电影', '2007','美国', '惊悚', '悬疑', '水果硬糖', '伦理', '剧情', '美国电影', '电影','美国', '经典', '传记', '公民凯恩', '黑白', '美国电影', 'OrsonWelles', '1941']"
10758,neijad,"['印度', '印度电影', '史诗', '爱情', '歌舞', '历史', '传记', '战争','爱情', 'HughGrant', '美国', '音乐', '喜剧', '美国电影', '德鲁·巴里摩尔', '2007','爱情', '美国', '浪漫', '感动', '恋恋笔记本', '美国电影', '2004', 'Notebook']"
10759,吖≮,"['惊悚', '汉尼拔', '心理', '犯罪', '悬疑', '美国', '经典', '美国电影','科幻', '星际迷航', '美国', '2013', '动作', '3D', '冒险', '星际','热血', '动画', '日本', '日本动画', '战斗', '动漫', '喜剧', '2015','考古', '美国', '冒险', '魔幻', '探险', '埃及', '奇幻', '1999','恐怖', '惊悚', '美国', '美国电影', '2005', '恐怖片', '鬼哭神嚎', '悬疑']"
10760,方方方方方方方,"['灾难', '科幻', '美国', '2017', '气候', '太空', '风暴', '动作','张艾嘉', '侯孝贤', '台湾', '台湾电影', '李宗盛', '陈坤厚', '朱天文', '爱情','漫威', '雷神', '超级英雄', '美国', 'Marvel', '科幻', '2017', '漫画改编','喜剧', '吸血鬼', '新西兰', '黑色幽默', '2014', '搞笑', '恐怖', '美国']"
10762,瓶喵喵一只,"['职场', '猎头', '电视剧', '剧情', '励志', '好看', '成长', '中国大陆','动画', '治愈', '美国', '美剧', '搞笑', '温情', '友情', '温暖','美剧', 'Netflix', '奇幻', '科幻', '悬疑', '惊悚', '美国', '2017']"
10764,，,"['俄罗斯', '太空', '真实事件改编', '科幻', '宇宙', '灾难', '2017', '苏联']"
10767,浮云,"['英剧', 'BBC', '短片', '英国', 'BenedictCumberbatch', 'Sherlock', '2013', 'MartinFreeman','科幻', '人性', '英国', '孤独', '悬疑', '2009', '反思', '人生','韩国', '历史', '动作', '剧情', '战争', '2015', '犯罪', '电影','爱情', '青春', '成长', '美国电影', '温情', '文艺', '浪漫', '经典','纪录片', '新疆', '喀什', '中国', '1928']"
10768,辛波斯文,"['美剧', '同志', 'QAF', 'gay', '看过的电视剧', '美国', '同性', '电视剧','黑帮', '意大利', '犯罪', '意大利剧', '暴力', '电视剧', '意剧', '2014','日剧', '浅野忠信', '日本', '綾野剛', '看过的电视剧', '2014', '日语标签', '14春']"
10769,noreminisce_,"['德国', '德国电影', 'Les', '同性', '1930s', '1931', '女同', '同志','法国', '情色', '钢琴教师', '伦理', '法国电影', '奥地利', '2001', '电影','法国', '2017', '法国电影', 'CharlotteGainsburg', 'MarionCotillard', '惊悚', '剧情', '悬疑']"
10770,寒塘渡鹤,"['法国', '历史', '2016', '西班牙', '戛纳', '剧情', '2016欧盟影展', '死亡','纪录片', '司马迁', '历史', '中国', '汉朝', '传记', '电影', '文化','纪录片', '中国影像方志', '历史文化', '央视纪录片', '2017', '中国大陆', '文化', '民俗','尼古拉斯·凯奇', '战争', '美国', '剧情', '战争之王', 'NicolasCage', '美国电影', '2005','纪录片', 'NHK', '历史', '司马迁', '日本', '史记', '中国', '2016']"
10771,yyyyyyuuuuuuu,"['英剧', '恐怖', '美剧', 'EvaGreen', '奇幻', '2014', '英国', 'Showtime','谍战', '国产电视剧', '悬疑', '大陆', '精品', '经典', '中国', '特工','西班牙', '西班牙剧', '电视剧', '西剧', '爱情', '剧情', '女性', '文艺']"
10772,vera的西门图,"['美国', 'JulianneMoore', 'Les', '同志', '美国电影', '2010', '家庭', '女同']"
10774,shisos,"['韩国', '丧尸', '人性', '灾难', '惊悚', '2016', '恐怖', '温情','访谈', '文化', '豆瓣', '人生', '文艺', '脱口秀', '2017', '原创','爱情', '家庭', '青春', '中国大陆', '2017', '剧情', '温情', '社会','韩国', '慰安妇', '历史', '战争', '人性', '剧情', '2016', '二战']"
10776,肖旺梓,"['刘烨', '美国', '暗物质', '梅丽尔·斯特里普', '剧情', '美国电影', '2007', 'MerylStreep','成长', '中国电影', '伴你高飞', '中国', '李虹', '1998', '大陆', '中国大陆']"
10777,南国,"['侯孝贤', '台湾', '台湾电影', '童年', '成长', '1984', '朱天文', '冬冬的假期']"
10779,夏夜晚风中的你,"['美剧', '犯罪', '悬疑', 'AMC', '美国', '2011', '电视剧', '剧情','奇幻', '喜剧', '剧情', '巴西', '黑色喜剧', '动画', '加拿大', '2015','文学', '朗读', '综艺', '文艺', '中国', '历史', '诚挚', '慢生活','日剧', '日本', '刑侦', '推理', '2017', '犯罪', '17秋', '电视剧']"
10781,格格巫,"['悬疑', '孙红雷', '犯罪', '郭富城', '中国电影', '国产', '2013', '大陆','日本', '小说改编', '2017', '剧情', '温情', '期待', '奇幻', '温暖','青春', '爱情', '电视剧', '成长', '小说改编', '2017', '大陆', '中国']"
10784,_Vica≠85,"['恐怖', '惊悚', '美国', '悬疑', '灵异', '2016', '亲情', '奇幻','智利', '传记', '奇幻', '2016', '文艺', '法国', '戛纳', '剧情']"
10785,鬼樱,"['动画', '爱尔兰', '汤姆·摩尔', '动画电影', '爱尔兰动画', '2018', 'Tomm_Moore', '海洋之歌','西班牙', '人性', '猎奇', '奇幻', '西班牙电影', '剧情', '文艺', '2017']"
